0.00,2.18,2.11,2.15,2.19,2.11
0.80,2.18,2.11,2.15,1.410000,2.11
0.80,1.070000,2.11,2.15,1.410000,2.11
0.81,1.070000,2.11,1.800000,1.410000,2.11
0.83,1.070000,1.750000,1.800000,1.410000,2.11
0.84,1.070000,1.750000,1.800000,1.410000,1.650000
0.84,1.070000,1.750000,1.260000,1.410000,1.650000
0.85,1.070000,0.810000,1.260000,1.410000,1.650000
0.85,1.070000,0.810000,1.260000,1.410000,1.150000
0.86,1.070000,0.810000,1.260000,0.430000,1.150000
0.86,1.070000,0.810000,0.470000,0.430000,1.150000
0.87,1.070000,0.810000,0.470000,0.430000,0.050000
0.87,0.560000,0.810000,0.470000,0.430000,0.050000
0.98,0.560000,0.810000,0.820000,0.430000,0.050000
1.00,0.560000,1.170000,0.820000,0.430000,0.050000
1.00,0.560000,0.020000,0.820000,0.430000,0.050000
1.01,0.560000,0.020000,0.080000,0.430000,0.050000
1.05,0.560000,0.020000,0.080000,0.430000,0.510000
1.14,0.560000,0.020000,0.620000,0.430000,0.510000
1.15,0.560000,0.020000,0.620000,1.210000,0.510000
1.16,0.560000,0.020000,0.620000,1.210000,1.010000
1.16,0.560000,0.020000,0.620000,0.390000,1.010000
1.16,0.560000,0.020000,0.620000,0.390000,0.370000
1.31,1.670000,0.020000,0.620000,0.390000,0.370000
1.31,0.820000,0.020000,0.620000,0.390000,0.370000
1.35,1.330000,0.020000,0.620000,0.390000,0.370000
1.35,0.470000,0.020000,0.620000,0.390000,0.370000
1.38,0.470000,0.960000,0.620000,0.390000,0.370000
1.49,0.470000,0.960000,1.410000,0.390000,0.370000
1.49,0.470000,0.960000,0.280000,0.390000,0.370000
1.55,0.470000,0.960000,0.280000,1.370000,0.370000
1.56,0.470000,0.960000,0.280000,0.390000,0.370000
1.56,0.470000,0.500000,0.280000,0.390000,0.370000
1.79,0.470000,0.500000,0.280000,0.390000,1.010000
1.80,0.470000,0.500000,0.280000,0.390000,0.250000
1.82,0.470000,0.500000,0.280000,0.390000,1.350000
1.82,1.320000,0.500000,0.280000,0.390000,1.350000
1.83,1.320000,0.500000,0.280000,0.390000,0.800000
1.83,0.220000,0.500000,0.280000,0.390000,0.800000
1.83,0.220000,0.500000,0.280000,1.210000,0.800000
1.84,0.220000,0.500000,0.280000,1.210000,0.530000
1.84,0.220000,0.500000,0.280000,0.590000,0.530000
1.84,0.220000,0.500000,0.280000,0.170000,0.530000
1.91,0.220000,0.500000,1.020000,0.170000,0.530000
1.91,0.220000,0.500000,0.260000,0.170000,0.530000
1.99,0.220000,1.650000,0.260000,0.170000,0.530000
1.99,0.220000,0.520000,0.260000,0.170000,0.530000
1.99,0.220000,0.520000,0.260000,0.170000,0.100000
2.00,1.080000,0.520000,0.260000,0.170000,0.100000
2.00,1.080000,0.260000,0.260000,0.170000,0.100000
2.00,0.730000,0.260000,0.260000,0.170000,0.100000
2.04,0.730000,0.720000,0.260000,0.170000,0.100000
2.17,0.730000,0.720000,0.260000,0.170000,0.370000
2.23,0.730000,0.720000,0.260000,0.170000,0.920000
2.24,0.730000,0.720000,0.260000,0.170000,0.070000
2.27,0.730000,0.720000,0.260000,1.150000,0.070000
2.28,0.730000,0.720000,0.260000,0.390000,0.070000
2.28,0.520000,0.720000,0.260000,0.390000,0.070000
2.29,0.520000,0.120000,0.260000,0.390000,0.070000
2.29,0.520000,0.120000,1.390000,0.390000,0.070000
2.30,0.520000,0.120000,0.740000,0.390000,0.070000
2.33,0.870000,0.120000,0.740000,0.390000,0.070000
2.33,0.090000,0.120000,0.740000,0.390000,0.070000
2.34,0.090000,0.120000,0.530000,0.390000,0.070000
2.34,0.090000,0.120000,0.150000,0.390000,0.070000
2.35,0.090000,0.120000,0.150000,1.010000,0.070000
2.36,0.090000,0.120000,0.150000,0.350000,0.070000
2.50,0.090000,0.380000,0.150000,0.350000,0.070000
2.55,0.090000,0.380000,0.150000,0.350000,0.830000
2.56,0.090000,0.380000,0.150000,0.770000,0.830000
2.56,0.090000,0.380000,0.150000,0.770000,0.220000
2.56,0.090000,0.380000,0.150000,0.080000,0.220000
2.57,0.300000,0.380000,0.150000,0.080000,0.220000
2.62,0.300000,0.380000,0.360000,0.080000,0.220000
2.66,0.300000,0.380000,1.120000,0.080000,0.220000
2.66,0.300000,0.380000,0.200000,0.080000,0.220000
2.67,1.400000,0.380000,0.200000,0.080000,0.220000
2.67,0.870000,0.380000,0.200000,0.080000,0.220000
2.68,0.870000,1.510000,0.200000,0.080000,0.220000
2.68,0.870000,0.630000,0.200000,0.080000,0.220000
2.77,0.870000,0.630000,0.850000,0.080000,0.220000
2.81,0.870000,0.630000,0.850000,0.080000,0.650000
2.94,0.870000,0.630000,0.850000,0.840000,0.650000
3.01,0.870000,0.630000,0.850000,1.500000,0.650000
3.01,0.870000,0.630000,0.850000,0.390000,0.650000
3.05,1.400000,0.630000,0.850000,0.390000,0.650000
3.05,0.320000,0.630000,0.850000,0.390000,0.650000
3.06,0.320000,0.630000,0.590000,0.390000,0.650000
3.06,0.320000,0.630000,0.970000,0.390000,0.650000
3.06,0.320000,0.630000,0.970000,0.390000,0.040000
3.06,0.320000,0.630000,0.310000,0.390000,0.040000
3.07,0.320000,0.180000,0.310000,0.390000,0.040000
3.07,0.320000,0.180000,0.310000,0.030000,0.040000
3.12,0.320000,0.780000,0.310000,0.030000,0.040000
3.12,0.320000,0.210000,0.310000,0.030000,0.040000
3.13,0.110000,0.210000,0.310000,0.030000,0.040000
3.16,0.110000,0.210000,0.310000,0.030000,0.890000
3.17,0.110000,0.210000,0.310000,0.030000,0.360000
3.23,0.890000,0.210000,0.310000,0.030000,0.360000
3.23,0.290000,0.210000,0.310000,0.030000,0.360000
3.26,0.290000,1.090000,0.310000,0.030000,0.360000
3.27,0.290000,0.270000,0.310000,0.030000,0.360000
3.29,0.290000,0.270000,0.310000,0.030000,0.970000
3.30,0.290000,0.270000,0.310000,0.030000,0.270000
3.36,0.290000,0.270000,0.570000,0.030000,0.270000
3.46,0.290000,0.270000,0.570000,0.720000,0.270000
3.49,0.290000,0.270000,1.490000,0.720000,0.270000
3.49,0.290000,0.270000,0.480000,0.720000,0.270000
3.50,0.290000,0.270000,0.480000,0.160000,0.270000
3.74,0.290000,0.270000,1.140000,0.160000,0.270000
3.75,0.290000,0.270000,0.030000,0.160000,0.270000
3.75,0.060000,0.270000,0.030000,0.160000,0.270000
3.75,0.060000,0.270000,0.030000,1.270000,0.270000
3.76,0.060000,0.270000,0.030000,0.300000,0.270000
3.76,0.060000,0.270000,0.030000,0.300000,0.800000
3.78,0.060000,0.720000,0.030000,0.300000,0.800000
3.78,0.270000,0.720000,0.030000,0.300000,0.800000
3.82,1.350000,0.720000,0.030000,0.300000,0.800000
3.83,0.400000,0.720000,0.030000,0.300000,0.800000
3.85,0.400000,1.290000,0.030000,0.300000,0.800000
3.86,0.400000,0.210000,0.030000,0.300000,0.800000
3.91,1.000000,0.210000,0.030000,0.300000,0.800000
3.91,0.160000,0.210000,0.030000,0.300000,0.800000
3.92,0.160000,0.210000,0.030000,0.300000,0.340000
3.92,0.160000,0.210000,0.030000,0.300000,0.020000
4.00,0.160000,0.210000,0.030000,0.660000,0.020000
4.00,0.160000,0.210000,0.030000,0.660000,0.630000
4.02,0.160000,0.210000,0.030000,0.660000,1.330000
4.02,0.160000,1.030000,0.030000,0.660000,1.330000
4.02,0.160000,1.030000,0.030000,0.660000,0.470000
4.03,0.160000,0.520000,0.030000,0.660000,0.470000
4.17,0.160000,0.520000,1.040000,0.660000,0.470000
4.17,0.160000,0.520000,0.310000,0.660000,0.470000
4.27,0.160000,0.520000,0.310000,1.220000,0.470000
